Account_Number,Batch_Number,Lab_Number,PosNo,Assoc_Number,Line_Number,Date_Sampled,Date_Received,Date_Reported,Grower,Field_ID,Sample_ID,Submitted_by,Company,Address_1,Address_2,City_State_Zip,Depth_1,Soil_pH,Buffer_pH,Lime_Legume_T_A,Lime_Non_T_A,Excess_Lime,Soluble_Salts,OM_pct,NO3_D1_ppm,NO3_D1_lbs_A,NO3_D2_ppm,NO3_D2_lbs_A,NO3_D3_ppm,NO3_D3_lbs_A,NO3_Total_lbs_A,NO3_Total_Depth,Bray_P1_ppm,Bicarb_P_ppm,Bray_P2_ppm,Mehlich2_P_ppm,Mehlich3_P_ppm,SO4_ppm,ExchK_ppm,ExchCa_ppm,ExchMg_ppm,ExchNa_ppm,Zn_ppm,Fe_ppm,Mn_ppm,Cu_ppm,Boron_ppm,CEC_me_100g,Base_Sat_pct,H_Sat_pct,Ca_Sat_pct,Mg_Sat_pct,K_Sat_pct,Na_Sat_pct,SOL_Ca_me_L,SOL_Mg_me_L,SOL_Na_me_L,SAR,ESP,Gypsum_T_A,Sand_pct,Silt_pct,Clay_pct,Soil_Texture,Cl_D1_ppm,Cl_D1_lbs_A,Cl_D2_ppm,Cl_D2_lbs_A,Cl_Total_lbs_A,NH4_D1_ppm,NH4_D1_lbs_A,Al_ppm,Total_Nitrogen_pct,xCrop_Name,xCrop_Yield_Unit,xRec_N_lbs_A,xRec_P2O5_lbs_A,xRec_K2O_lbs_A,xRec_S_lbs_A,xRec_Zn_lbs_A,xRec_MgO_lbs_A,xRec_Fe_lbs_A,xRec_Mn_lbs_A,xRec_Cu_lbs_A,xRec_B_lbs_A,xRec_Cl_lbs_A,xRec_Lime_T_A,HM_As_ppm,HM_Ba_ppm,HM_Cd_ppm,HM_Cr_ppm,HM_Co_ppm,HM_Pb_ppm,HM_Mo_ppm,HM_Ni_ppm,HM_Se_ppm,HM_Ag_ppm
42150,70600,312700,,124410,3,,7/6/2000,7/11/2000,PCP,,F8Z3R3,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-8,7.5,,,,N,0.76,0.7,0.3,1,,,,,1,,,6,,,,8,163,2570,1015,183,0.2,28.3,27.3,2,0.7,22.5,100,0,56,38,2,4,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,
42150,70600,312701,,124410,4,,7/6/2000,7/11/2000,PCP,,F8Z4R1,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-8,7.4,,,,L,0.86,1.5,0.7,2,,,,,2,,,11,,,,9,322,2640,965,148,0.7,58,39.5,2.6,1.1,22.7,100,0,58,35,4,3,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,
42150,70600,312702,,124410,5,,7/6/2000,7/11/2000,PCP,,F8Z4R2,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-8,7.6,,,,L,1.04,1.1,1,2,,,,,2,,,8,,,,10,300,2880,1000,150,0.6,39.5,35.4,2.3,1.3,24.2,100,0,60,34,3,3,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,
42150,70600,312703,,124410,6,,7/6/2000,7/11/2000,PCP,,F8Z4R3,DR MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-8,7.5,,,,L,1.08,1.2,0.8,2,,,,,2,,,8,,,,8,300,3250,1045,128,0.4,33.9,34,2.2,0.9,26.3,100,0,62,33,3,2,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359914,,147104,1,,8/10/2001,8/24/2001,PCP: FIELD 2,,S1 8 03 01   0 12,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,7.6,,,,N,0.46,3.6,5.1,18,,,,,18,,,39,,,,10,683,980,245,276,3.4,80,41,3.5,0.8,9.9,100,0,50,21,18,11,,,,8.86,11,2.5,,,,,,,,,,,,,,DALLIS GRASS,6 T/A,230,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
42150,81001,359915,,147104,2,,8/10/2001,8/24/2001,PCP: FIELD 2,,S1 8 03 01  13 24,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,7.9,,,,N,0.56,0.5,7.8,28,,,,,28,,,3,,,,13,215,1640,467,346,0.4,34.4,32.8,1.5,0.7,14.1,100,0,57,28,4,11,,,,9.39,11,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359916,,147104,3,,8/10/2001,8/24/2001,PCP: FIELD 2,,S1 8 03 01  25 36,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,8,,,,N,0.4,0.5,3.6,13,,,,,13,,,4,,,,9,161,1770,410,548,0.6,43.3,34.3,2.2,0.8,15.1,100,0,58,23,3,16,,,,14.12,16,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359917,,147104,4,,8/10/2001,8/24/2001,PCP: FIELD 2,,S1 8 03 01  37 48,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,8.1,,,,N,0.4,1.3,4.1,15,,,,,15,,,12,,,,7,289,1140,259,461,1.1,67.3,42,3.1,0.8,10.6,100,0,54,20,7,19,,,,17.17,19,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359918,,147101,1,,8/10/2001,8/24/2001,PCP: FIELD 3,,S2 8 03 01   0 12,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,7.8,,,,N,0.6,3.3,2.1,8,,,,,8,,,11,,,,17,457,1140,263,492,2.1,72.9,44.5,3.5,0.8,11.2,100,0,50,20,10,20,,,,17.76,20,0,,,,,,,,,,,,,,DALLIS GRASS,6 T/A,240,30,0,0,0,0,0,0,0,0,,,,,,,,,,,,
42150,81001,359919,,147101,2,,8/10/2001,8/24/2001,PCP: FIELD 3,,S2 8 03 01  13 24,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,8.1,,,,N,0.96,1.7,3.8,14,,,,,14,,,5,,,,25,281,1330,301,662,0.8,59.7,42.8,3.2,1.1,12.8,100,0,53,20,6,21,,,,19.12,21,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359920,,147101,3,,8/10/2001,8/24/2001,PCP: FIELD 3,,S2 8 03 01  25 36,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,8.4,,,,N,0.74,0.9,2.4,9,,,,,9,,,4,,,,24,172,1410,343,659,0.4,43.3,39.2,2.7,0.8,13.2,100,0,52,22,3,23,,,,21.38,23,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359921,,147101,4,,8/10/2001,8/24/2001,PCP: FIELD 3,,S2 8 03 01  37 48,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,8.2,,,,N,0.72,0.4,0.8,3,,,,,3,,,3,,,,14,117,1550,445,680,0.1,35.6,31.4,1.9,0.4,14.7,100,0,54,25,2,19,,,,16.4,19,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359922,,147102,1,,8/10/2001,8/24/2001,PCP: FIELD 4,,S3 8 03 01   0 12,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,8.1,,,,N,0.7,1.8,4.3,15,,,,,15,,,8,,,,35,375,1490,143,235,0.7,57.7,44,3.3,0.9,10.6,100,0,62,11,9,18,,,,15.35,18,0,,,,,,,,,,,,,,DALLIS GRASS,6 T/A,230,60,0,0,0,0,0,0,0,0,,,,,,,,,,,,
42150,81001,359923,,147102,2,,8/10/2001,8/24/2001,PCP: FIELD 4,,S3 8 03 01  13 24,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,8.4,,,,N,0.86,0.9,1.4,5,,,,,5,,,4,,,,52,234,1380,297,554,0.3,47.6,42.7,3,0.8,12.4,100,0,64,20,5,11,,,,8.84,11,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359924,,147102,3,,8/10/2001,8/24/2001,PCP: FIELD 4,,S3 8 03 01  25 36,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,8.3,,,,N,1.06,0.6,0.7,3,,,,,3,,,1,,,,104,169,1950,883,994,0.2,43.7,25.3,2.7,0.5,21.9,100,0,49,34,2,15,,,,12.88,15,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359925,,147102,4,,8/10/2001,8/24/2001,PCP: FIELD 4,,S3 8 03 01  37 48,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,8.2,,,,N,1.96,0.5,1.6,6,,,,,6,,,1,,,,81,158,2030,974,1044,0.2,38.6,19.1,2.6,0.5,23.2,100,0,50,35,2,13,,,,11.08,13,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359926,,147103,1,,8/10/2001,8/24/2001,PCP: FIELD 5,,S4 8 03 01   0 12,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,7.9,,,,N,1.14,2.2,0.9,3,,,,,3,,,12,,,,121,247,1530,304,519,1.3,55.2,40.5,2.7,0.9,13.1,100,0,65,19,5,11,,,,9.29,11,1.2,,,,,,,,,,,,,,DALLIS GRASS,6 T/A,240,30,0,0,0,0,0,0,0,0,,,,,,,,,,,,
42150,81001,359927,,147103,2,,8/10/2001,8/24/2001,PCP: FIELD 5,,S4 8 03 01  13 24,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,8.1,,,,N,0.8,1.3,3.1,11,,,,,11,,,6,,,,72,234,1410,235,369,0.6,42.2,41.9,2.8,0.9,11.2,100,0,68,17,5,10,,,,8.31,10,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359928,,147103,3,,8/10/2001,8/24/2001,PCP: FIELD 5,,S4 8 03 01  25 36,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,8,,,,N,2,0.3,0.6,2,,,,,2,,,1,,,,96,119,1680,597,720,0.1,36.7,33.9,1.5,0.4,16.8,100,0,57,30,2,11,,,,9.37,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359929,,147103,4,,8/10/2001,8/24/2001,PCP: FIELD 5,,S4 8 03 01  37 48,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,8.1,,,,N,1.22,0.2,0.8,3,,,,,3,,,1,,,,91,80,1830,799,707,0.1,30.4,22.9,1.3,0.3,19.1,100,0,54,35,1,10,,,,8.48,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359930,,147105,1,,8/10/2001,8/24/2001,PCP: FIELD 6,,S5 8 03 01   0 12,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,8.4,,,,N,1.06,3.5,27,96,,,,,96,,,18,,,,31,443,1650,197,744,1.6,67,29,3.1,1.1,14.3,100,0,63,12,8,17,,,,14.78,17,3.7,,,,,,,,,,,,,,DALLIS GRASS,6 T/A,150,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
42150,81001,359931,,147105,2,,8/10/2001,8/24/2001,PCP: FIELD 6,,S5 8 03 01  13 24,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,8.1,,,,N,0.6,0.7,8.7,31,,,,,31,,,5,,,,39,240,1380,269,543,0.3,45.8,37.3,1.8,0.9,12.1,100,0,56,18,5,21,,,,18.47,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359932,,147105,3,,8/10/2001,8/24/2001,PCP: FIELD 6,,S5 8 03 01  25 36,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,8.1,,,,N,0.78,0.5,1.7,6,,,,,6,,,5,,,,65,114,1150,309,830,0.2,47.6,32.5,1.6,0.7,12.2,100,0,53,21,2,24,,,,21.98,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359933,,147105,4,,8/10/2001,8/24/2001,PCP: FIELD 6,,S5 8 03 01  37 48,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,8.2,,,,N,0.76,0.4,0.6,2,,,,,2,,,6,,,,74,96,1160,342,872,0.1,44.3,32.3,1.5,0.6,12.7,100,0,55,22,2,21,,,,18.92,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359934,,147106,1,,8/10/2001,8/24/2001,PCP: FIELD 7,,S6 8 03 01   0 12,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,7.7,,,,N,0.64,3.5,1.7,6,,,,,6,,,21,,,,18,510,1070,359,492,1.2,93.9,61,6.4,1.1,11.8,100,0,50,25,11,14,,,,12.03,14,1.2,,,,,,,,,,,,,,DALLIS GRASS,6 T/A,240,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
42150,81001,359935,,147106,2,,8/10/2001,8/24/2001,PCP: FIELD 7,,S6 8 03 01  13 24,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,7.7,,,,N,0.48,3.1,0.9,3,,,,,3,,,23,,,,13,551,1000,360,377,1.2,95.1,61.5,7.2,1.2,11.1,100,0,47,27,13,13,,,,10.96,13,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359936,,147106,3,,8/10/2001,8/24/2001,PCP: FIELD 7,,S6 8 03 01  25 36,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,8.1,,,,N,0.62,0.6,0.4,1,,,,,1,,,8,,,,11,208,1220,485,288,0.3,63.9,60.8,4.6,0.7,11.9,100,0,52,34,4,10,,,,8.09,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359937,,147107,1,,8/10/2001,8/24/2001,PCP: FIELD 8,,S7 0 03 01   0 12,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,8.4,,,,N,0.74,0.1,0.5,2,,,,,2,,,2,,,,4,92,2700,1125,438,0.1,11.2,13.4,0.8,0.1,25,100,0,56,37,1,6,,,,4.91,6,0,,,,,,,,,,,,,,DALLIS GRASS,6 T/A,240,80,40,30,5,0,0,0,0,0,,,,,,,,,,,,
42150,81001,359938,,147107,2,,8/10/2001,8/24/2001,PCP: FIELD 8,,S7 0 03 01  13 24,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,7.8,,,,N,0.8,0.1,0.5,2,,,,,2,,,1,,,,5,81,2710,1115,360,0.1,9.9,14.3,0.6,0.1,24.6,100,0,56,38,1,5,,,,4.66,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359939,,147108,1,,8/10/2001,8/24/2001,PCP,,F6 NO BIO SOLIDS,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,7.2,,,,N,0.66,3.4,1.2,4,,,,,4,,,45,,,,17,489,1330,213,219,3.5,80.8,19.8,4.4,0.8,10.6,100,0,60,17,12,11,,,,9.31,11,0,,,,,,,,,,,,,,DALLIS GRASS,6 T/A,240,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
42150,81001,359940,,147109,1,,8/10/2001,8/24/2001,PCP,,F7A 6 21 01   0 12,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,7.5,,,,N,0.7,1.9,7.9,28,,,,,28,,,12,,,,13,350,1250,386,290,0.7,71.6,48.1,3.7,1.1,11.6,100,0,54,28,8,10,,,,8.5,10,1.2,,,,,,,,,,,,,,DALLIS GRASS,6 T/A,220,30,0,0,0,0,0,0,0,0,,,,,,,,,,,,
42150,81001,359941,,147109,2,,8/10/2001,8/24/2001,PCP,,F7A 6 21 01  13 24,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,7.3,,,,N,0.98,3,39,140,,,,,140,,,18,,,,20,450,1150,382,314,1.1,87.2,53.6,4.8,1.3,11.5,100,0,53,28,10,9,,,,7.96,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359942,,147109,3,,8/10/2001,8/24/2001,PCP,,F7A 6 21 01  25 36,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,8,,,,N,0.6,0.7,11,39,,,,,39,,,4,,,,15,185,1740,605,366,0.2,41.3,29.7,2.2,0.6,15.8,100,0,58,32,3,7,,,,5.81,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359943,,147109,4,,8/10/2001,8/24/2001,PCP,,F7A 6 21 01  37 48,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,7.8,,,,N,0.56,0.9,12,41,,,,,41,,,6,,,,20,118,1780,733,353,0.3,39.9,26.3,1.9,0.5,16.8,100,0,54,36,2,8,,,,6.87,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359944,,147110,1,,8/10/2001,8/24/2001,PCP,,F2 6 21 01   0 12,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,7.1,,,,N,0.76,2.6,78,279,,,,,279,,,44,,,,11,740,930,281,307,3.5,73.5,39.2,4.5,0.8,10.2,100,0,47,23,19,11,,,,8.93,11,1.2,,,,,,,,,,,,,,DALLIS GRASS,6 T/A,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
42150,81001,359945,,147110,2,,8/10/2001,8/24/2001,PCP,,F2 6 21 01  13 24,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,7.5,,,,N,0.64,1.2,37,134,,,,,134,,,15,,,,7,410,1290,259,498,1.3,50,46.4,2.7,0.8,11.8,100,0,53,18,9,20,,,,17.99,20,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359946,,147110,3,,8/10/2001,8/24/2001,PCP,,F2 6 21 01  25 36,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,7.5,,,,N,0.48,0.9,24,87,,,,,87,,,10,,,,10,261,1600,325,517,0.8,41.5,41.1,2.2,0.7,13.6,100,0,59,20,5,16,,,,14.21,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359947,,147110,4,,8/10/2001,8/24/2001,PCP,,F2 6 21 01  37 48,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,7.4,,,,N,0.6,0.6,16,56,,,,,56,,,6,,,,11,181,1700,377,471,0.4,35.8,37.6,1.7,0.7,14.2,100,0,60,22,3,15,,,,13.16,15,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359948,,147111,1,,8/10/2001,8/24/2001,PCP,,F3 6 21 01   0 12,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,7.2,,,,N,0.9,4,39,139,,,,,139,,,16,,,,17,433,1310,323,463,3.4,74.7,45.8,3.4,0.9,12.4,100,0,53,22,9,16,,,,13.94,16,1.2,,,,,,,,,,,,,,DALLIS GRASS,6 T/A,110,30,0,0,0,0,0,0,0,0,,,,,,,,,,,,
42150,81001,359949,,147111,2,,8/10/2001,8/24/2001,PCP,,F3 6 21 01  13 24,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,8.4,,,,N,0.82,0.8,7.1,26,,,,,26,,,2,,,,12,140,1650,447,907,0.2,29.1,23.7,2.3,0.8,16.3,100,0,56,23,2,19,,,,16.83,19,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359950,,147111,3,,8/10/2001,8/24/2001,PCP,,F3 6 21 01  25 36,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,8.3,,,,N,0.48,0.6,8.3,30,,,,,30,,,3,,,,14,78,1810,547,855,0.1,28.3,14.8,2.3,0.4,17.5,100,0,56,26,1,17,,,,14.92,17,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359951,,147111,4,,8/10/2001,8/24/2001,PCP,,F3 6 21 01  37 48,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,7.7,,,,N,0.4,0.4,3.4,12,,,,,12,,,1,,,,7,110,1800,588,385,0.1,30.9,23.9,2.2,0.6,15.9,100,0,58,31,2,9,,,,7.74,9,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359952,,147112,1,,8/10/2001,8/24/2001,PCP,,F4 6 21 01   0 12,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,7.7,,,,N,0.68,2.9,1.2,4,,,,,4,,,28,,,,68,569,1560,126,230,1.7,60.3,41.2,3.7,1.1,11.3,100,0,69,9,13,9,,,,7.33,9,0.6,,,,,,,,,,,,,,DALLIS GRASS,6 T/A,240,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
42150,81001,359953,,147112,2,,8/10/2001,8/24/2001,PCP,,F4 6 21 01  13 24,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,8,,,,N,1.3,1.7,1.4,5,,,,,5,,,17,,,,73,422,1360,169,472,0.9,53,46.6,3.1,0.9,11.3,100,0,64,12,10,14,,,,12.13,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359954,,147112,3,,8/10/2001,8/24/2001,PCP,,F4 6 21 01  25 36,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,8.4,,,,N,1.2,0.6,1.1,4,,,,,4,,,8,,,,90,179,1180,227,1017,0.3,38.6,45.4,1.9,0.6,12.7,100,0,50,15,4,31,,,,31.1,31,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359955,,147112,4,,8/10/2001,8/24/2001,PCP,,F4 6 21 01  37 48,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,8.5,,,,N,1,0.3,1.1,4,,,,,4,,,7,,,,73,126,1090,276,1107,0.2,31.7,36.2,1.6,0.5,12.9,100,0,55,18,3,24,,,,22.56,24,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359956,,147113,1,,8/10/2001,8/24/2001,PCP,,F5 6 21 01   0 12,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,7.6,,,,N,1.18,3.4,1.2,4,,,,,4,,,25,,,,107,569,1510,185,394,2,67.7,33.7,4.2,0.9,12.3,100,0,68,13,12,7,,,,6.03,7,0,,,,,,,,,,,,,,DALLIS GRASS,6 T/A,240,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
42150,81001,359957,,147113,2,,8/10/2001,8/24/2001,PCP,,F5 6 21 01  13 24,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,8.4,,,,N,1.16,1.1,2.1,8,,,,,8,,,12,,,,85,320,1400,305,627,0.7,46.8,41.5,3.5,0.9,13.1,100,0,59,19,6,16,,,,14.02,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359958,,147113,3,,8/10/2001,8/24/2001,PCP,,F5 6 21 01  25 36,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,8.3,,,,N,1.22,0.1,2.7,10,,,,,10,,,1,,,,43,149,1920,970,642,0.1,27.8,13.6,1.3,0.3,20.9,100,0,46,39,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150,81001,359959,,147113,4,,8/10/2001,8/24/2001,PCP,,F5 6 21 01  37 48,MITCH JOHNS,,COLLEGE OF AGRICULTURE,CALIFORNIA ST UNIVERSITY-CHICO,CHICO CA 95929-0310,0-12,8.2,,,,N,1.12,1,1.5,5,,,,,5,,,8,,,,72,204,1570,537,824,0.4,42.2,40.3,2.6,0.7,16.4,100,0,57,27,3,13,,,,11.04,13,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
